#1 ExportTypeDSV:(bobster_s_two_feet_rails@PIECES) 24-10-29 14:46:17 [ LUA ]
#2 PIECES:(	MODEL	TYPE	NAME	LINEID	POINT	ORIGIN	ANGLE	CLASS)
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Left 2048"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Left 2048"	2	""	"921.925,381.872,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_512.mdl"	"Bobster's two feet rails"	"Curve 45 Left 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_512.mdl"	"Bobster's two feet rails"	"Curve 45 Left 512"	2	""	"230.481,95.468,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve 45 Right 1024"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve 45 Right 1024"	2	""	"460.963,-190.936,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Right 2048"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Right 2048"	2	""	"921.925,-381.872,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_512.mdl"	"Bobster's two feet rails"	"Curve 45 Right 512"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_512.mdl"	"Bobster's two feet rails"	"Curve 45 Right 512"	2	""	"230.481,-95.469,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Left 1024"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Left 1024"	2	""	"651.898,651.898,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Left 2048"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Left 2048"	2	""	"1303.797,1303.797,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_512.mdl"	"Bobster's two feet rails"	"Curve 90 Left 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_512.mdl"	"Bobster's two feet rails"	"Curve 90 Left 512"	2	""	"325.949,325.95,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Right 1024"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Right 1024"	2	""	"651.898,-651.899,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Right 2048"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Right 2048"	2	""	"1303.797,-1303.797,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_512.mdl"	"Bobster's two feet rails"	"Curve 90 Right 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_512.mdl"	"Bobster's two feet rails"	"Curve 90 Right 512"	2	""	"325.949,-325.949,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 1024"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 1024"	2	""	"651.899,651.898,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 2048"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 2048"	2	""	"1303.797,1303.797,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 512"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 512"	2	""	"325.949,325.949,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 1024"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 1024"	2	""	"651.926,-651.874,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 2048"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 2048"	2	""	"1303.798,-1303.797,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 512"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 512"	2	""	"325.949,-325.949,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 1024"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 1024"	2	""	"249.471,49.621,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 512"	2	""	"124.735,24.812,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 1024"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 1024"	2	""	"249.471,-49.623,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 512"	2	""	"124.736,-24.811,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 1024"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 1024"	2	""	"460.962,190.936,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 512"	2	""	"230.481,95.468,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 1024"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 1024"	2	""	"460.963,-190.936,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 512"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 512"	2	""	"230.481,-95.469,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Left 1024"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Left 1024"	2	""	"651.898,651.898,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Left 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Left 512"	2	""	"325.949,325.95,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Right 1024"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Right 1024"	2	""	"651.898,-651.899,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Right 512"	1	""	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Right 512"	2	""	"325.949,-325.949,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_1024.mdl"	"Bobster's two feet rails"	"Straight 1024"	1	""	"512,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_1024.mdl"	"Bobster's two feet rails"	"Straight 1024"	2	""	"-512,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_128.mdl"	"Bobster's two feet rails"	"Straight 128"	1	""	"64,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_128.mdl"	"Bobster's two feet rails"	"Straight 128"	2	""	"-64,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_16.mdl"	"Bobster's two feet rails"	"Straight 16"	1	"0,-32,1.5"	"8,0,3.017"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_16.mdl"	"Bobster's two feet rails"	"Straight 16"	2	"0,32,1.5"	"-8,0,3.017"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_2048.mdl"	"Bobster's two feet rails"	"Straight 2048"	1	""	" 1024,0,3.017"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_2048.mdl"	"Bobster's two feet rails"	"Straight 2048"	2	""	"-1024,0,3.017"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_256.mdl"	"Bobster's two feet rails"	"Straight 256"	1	""	"128,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_256.mdl"	"Bobster's two feet rails"	"Straight 256"	2	""	"-128,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_32.mdl"	"Bobster's two feet rails"	"Straight 32"	1	"0,-32,1.5"	"16,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_32.mdl"	"Bobster's two feet rails"	"Straight 32"	2	"0,32,1.5"	"-16,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_4096.mdl"	"Bobster's two feet rails"	"Straight 4096"	1	""	" 2048,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_4096.mdl"	"Bobster's two feet rails"	"Straight 4096"	2	""	"-2048,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_512.mdl"	"Bobster's two feet rails"	"Straight 512"	1	""	"256,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_512.mdl"	"Bobster's two feet rails"	"Straight 512"	2	""	"-256,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_64.mdl"	"Bobster's two feet rails"	"Straight 64"	1	""	"32,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_64.mdl"	"Bobster's two feet rails"	"Straight 64"	2	""	"-32,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_bank_left.mdl"	"Bobster's two feet rails"	"Straight Bank Left"	1	""	" 128,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_bank_left.mdl"	"Bobster's two feet rails"	"Straight Bank Left"	2	""	"-128,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_bank_right.mdl"	"Bobster's two feet rails"	"Straight Bank Right"	1	""	" 128,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_bank_right.mdl"	"Bobster's two feet rails"	"Straight Bank Right"	2	""	"-128,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_1024.mdl"	"Bobster's two feet rails"	"Straight Rack 1024"	1	""	"512,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_1024.mdl"	"Bobster's two feet rails"	"Straight Rack 1024"	2	""	"-512,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_128.mdl"	"Bobster's two feet rails"	"Straight Rack 128"	1	""	"64,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_128.mdl"	"Bobster's two feet rails"	"Straight Rack 128"	2	""	"-64,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_16.mdl"	"Bobster's two feet rails"	"Straight Rack 16"	1	"0,-32,1.5"	"8,0,3.017"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_16.mdl"	"Bobster's two feet rails"	"Straight Rack 16"	2	"0,32,1.5"	"-8,0,3.017"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_256.mdl"	"Bobster's two feet rails"	"Straight Rack 256"	1	""	"128,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_256.mdl"	"Bobster's two feet rails"	"Straight Rack 256"	2	""	"-128,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_32.mdl"	"Bobster's two feet rails"	"Straight Rack 32"	1	"0,-32,1.5"	"16,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_32.mdl"	"Bobster's two feet rails"	"Straight Rack 32"	2	"0,32,1.5"	"-16,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_512.mdl"	"Bobster's two feet rails"	"Straight Rack 512"	1	""	"256,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_512.mdl"	"Bobster's two feet rails"	"Straight Rack 512"	2	""	"-256,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_64.mdl"	"Bobster's two feet rails"	"Straight Rack 64"	1	""	"32,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/straight_rack_64.mdl"	"Bobster's two feet rails"	"Straight Rack 64"	2	""	"-32,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_left_switched.mdl"	"Bobster's two feet rails"	"Switch Left Switched"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_left_switched.mdl"	"Bobster's two feet rails"	"Switch Left Switched"	2	""	"256,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_left_switched.mdl"	"Bobster's two feet rails"	"Switch Left Switched"	3	""	"262.471,49.622,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_left_unswitched.mdl"	"Bobster's two feet rails"	"Switch Left Unswitched"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_left_unswitched.mdl"	"Bobster's two feet rails"	"Switch Left Unswitched"	2	""	"256,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_left_unswitched.mdl"	"Bobster's two feet rails"	"Switch Left Unswitched"	3	""	"262.471,49.622,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_right_switched.mdl"	"Bobster's two feet rails"	"Switch Right Switched"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_right_switched.mdl"	"Bobster's two feet rails"	"Switch Right Switched"	2	""	"256,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_right_switched.mdl"	"Bobster's two feet rails"	"Switch Right Switched"	3	""	"262.472,-49.622,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_right_unswitched.mdl"	"Bobster's two feet rails"	"Switch Right Unswitched"	1	""	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_right_unswitched.mdl"	"Bobster's two feet rails"	"Switch Right Unswitched"	2	""	"256,0,3.016"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/switches/switch_right_unswitched.mdl"	"Bobster's two feet rails"	"Switch Right Unswitched"	3	""	"262.472,-49.622,3.016"	"0,-22.5,0"	"NULL"
